"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1903494625316487422","Sat Mar 22 17:10:58 +0000 2025","0","jangan lupa istirahat #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan https://t.co/dQoaQKxNcR","1903494625316487422","https://pbs.twimg.com/media/GmqSRCWbYAA0F85.jpg","","in","","0","0","0","https://x.com/bounpremgf/status/1903494625316487422","1901275060620656640","bounpremgf"
"1903442418017661204","Sat Mar 22 17:10:58 +0000 2025","0","@dysradys_ #CabutRUUTNI #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiTNI","1903494624020431046","","dysradys_","qme","","0","0","0","https://x.com/astrixyer/status/1903494624020431046","1885306516242391042","astrixyer"
"1903048576739184956","Sat Mar 22 17:10:53 +0000 2025","0","@chenataluv #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494604282019939","","chenataluv","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494604282019939","1415515409143406592","ansalfanfic"
"1903493600408940979","Sat Mar 22 17:10:53 +0000 2025","0","@soosching #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494602122051882","","soosching","qme","","0","0","0","https://x.com/Todidler/status/1903494602122051882","1657987760207314949","Todidler"
"1903030225098903983","Sat Mar 22 17:10:52 +0000 2025","0","@tee_lvre #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494599609643459","","tee_lvre","qme","","0","0","0","https://x.com/ohmyhcaceh/status/1903494599609643459","1902990561780568065","ohmyhcaceh"
"1903487975306260716","Sat Mar 22 17:10:48 +0000 2025","0","@huyshus kureng kalau nembak mah gorok aja bisa ga? #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #Tolakruukejaksaan","1903494584388530283","","huyshus","in","","0","0","0","https://x.com/unzuang/status/1903494584388530283","1543976346824482817","unzuang"
"1903432934511575172","Sat Mar 22 17:10:48 +0000 2025","0","@cewemarkleej @KanaFatin #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494583579038147","","cewemarkleej","qme","","0","0","0","https://x.com/Todidler/status/1903494583579038147","1657987760207314949","Todidler"
"1903426633153052939","Sat Mar 22 17:10:47 +0000 2025","0","@_arafui #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiTNI #IndonesiaGelap #PeringatanDarurat #ArtistBersuara","1903494577581097394","","_arafui","qme","","0","0","0","https://x.com/pyupink/status/1903494577581097394","1639534372394074114","pyupink"
"1903431465729433727","Sat Mar 22 17:10:46 +0000 2025","0","@deeewtee #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494576742224351","","deeewtee","qme","94 + 106🌷","0","0","0","https://x.com/cewemarkleej/status/1903494576742224351","1480346381172625411","cewemarkleej"
"1903494574959698174","Sat Mar 22 17:10:46 +0000 2025","0","untuk temen-temen yang mengalami ancaman tertentu dan membutuhkan psychology care setelah aksi teman-teman bisa akses di sini ya! #TolakRevisiUUTNI #TolakDwifungsiABRI","1903494574959698174","","","in","","0","0","0","https://x.com/wkkdrs/status/1903494574959698174","875871160616992769","wkkdrs"
"1902963237597159474","Sat Mar 22 17:10:46 +0000 2025","0","@caracaltamer #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494573437174259","","caracaltamer","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494573437174259","1415515409143406592","ansalfanfic"
"1903478321922384247","Sat Mar 22 17:10:45 +0000 2025","0","@Mythicalforest #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494572476612958","","Mythicalforest","qme","Indonesia ","0","0","0","https://x.com/sosrsaparila/status/1903494572476612958","1236578218032824320","sosrsaparila"
"1903494568513048878","Sat Mar 22 17:10:45 +0000 2025","0","SEMOGA YG HAPUSIN HT BANTALNY PANAS SERING SAKIT GIGI TIDUR GK NYENYAK BIJJ U DESERVE WORSE THAN ALL OF THIS #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #TolakDwifungsiABRI #SupremasiSipil #TolakRUUPolri #TolakRUUKejaksaan","1903494568513048878","","","in","","0","0","1","https://x.com/mhnmil/status/1903494568513048878","1530805375188234240","mhnmil"
"1903053197973016955","Sat Mar 22 17:10:44 +0000 2025","0","@Rikkayuki1 #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494567233822752","","Rikkayuki1","qme","","0","0","0","https://x.com/arayaaa212/status/1903494567233822752","1561926996925751296","arayaaa212"
"1903098188531372429","Sat Mar 22 17:10:44 +0000 2025","0","@jaIjinesoyomodu #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #SupremasiSipil","1903494565837086958","","jaIjinesoyomodu","qme","chilling in caratland","0","0","0","https://x.com/jeononuw_/status/1903494565837086958","1810306818050334720","jeononuw_"
"1903080666553782339","Sat Mar 22 17:10:17 +0000 2025","0","@matchaalust #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494454885171505","","matchaalust","qme","exoplanet","0","0","0","https://x.com/ansalfanfic/status/1903494454885171505","1415515409143406592","ansalfanfic"
"1903465640440316026","Sat Mar 22 17:10:16 +0000 2025","0","@abcdefghellowz #GagalkanRUUTNI #CabutRUUTNI #PeringatanDarurat #IndonesiaGelap #TolakRUUTNI #SupremasiSipil #TolakRevisiUUTNI #PeringatanDarurat #TolakDwifungsiABRI #KembalikanTNIkeBarak","1903494447020884225","","abcdefghellowz","qme","laut","0","0","0","https://x.com/udangmacan/status/1903494447020884225","1299313899661963264","udangmacan"
"1903491356355678611","Sat Mar 22 17:10:12 +0000 2025","0","@ilalangterbang #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494431074116038","","ilalangterbang","qme","'01 || RIIZE IS 7","0","0","0","https://x.com/mochinamuxx/status/1903494431074116038","1090824778326274048","mochinamuxx"
"1903493777307877768","Sat Mar 22 17:10:11 +0000 2025","0","@lino0ribang #TolakRUUTNI #TolakRevisiUUTNI #PeringatanDarurat #IndonesiaGelap #TolakDwifungsiABRI #TolakRUUPolri #TolakRUUKejaksaan","1903494427559243935","","lino0ribang","qme","","0","0","0","https://x.com/Todidler/status/1903494427559243935","1657987760207314949","Todidler"
